cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,citation_under_idr,citation_under_iidr,location,processing_date
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2025-06-20,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2025-07-18,1,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2025-06-20,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2025-07-18,1,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2025-06-20,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-07-18,1,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2025-06-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2025-07-18,1,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2025-06-20,Health,F,Administration Deficiencies,0940,"Develop, implement, and/or maintain an effective training program for all new and existing staff members.",D,"Deficient, Provider has date of correction",2025-07-18,1,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-09-09,Health,F,Resident Rights Deficiencies,0552,"Ensure that residents are fully informed and understand their health status, care and treatments.",D,"Deficient, Provider has date of correction",2024-09-25,2,N,Y,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-26,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-07-15,2,N,Y,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Nursing and Physician Services Deficiencies,0710,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,D,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Nursing and Physician Services Deficiencies,0730,Observe each nurse aide's job performance and give regular training.,F,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Nutrition and Dietary Deficiencies,0805,Ensure each resident receives and the facility provides food prepared in a form designed to meet individual needs.,D,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-06-17,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2024-07-15,2,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2024-01-10,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-02-09,3,N,Y,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2023-05-19,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2023-06-18,3,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415002,Hattie Ide Chaffee Home,200 Wampanoag Trail,East Providence,RI,02915,2023-05-19,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2023-06-18,3,Y,N,N,N,N,"200 Wampanoag Trail,East Providence,RI,02915",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Resident Rights Deficiencies,0552,"Ensure that residents are fully informed and understand their health status, care and treatments.",E,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",E,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Nursing and Physician Services Deficiencies,0710,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,E,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,E,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2026-02-19,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,E,"Deficient, Provider has date of correction",2026-03-27,1,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2025-02-04,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2025-02-28,2,N,Y,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2025-02-04,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2025-02-28,2,N,Y,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2024-12-05,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-12-25,2,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2024-12-05,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2024-12-25,2,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2024-12-05,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2024-12-25,2,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2023-07-27,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2023-08-15,3,N,Y,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2023-06-02,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2023-06-21,3,N,Y,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2023-06-02,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2023-06-21,3,N,Y,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2024-01-12,Health,F,Resident Rights Deficiencies,0568,"Properly hold, secure, and manage each resident's personal money which is deposited with the nursing home.",B,"Deficient, Provider has date of correction",2024-02-11,3,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2024-01-12,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,E,"Deficient, Provider has date of correction",2024-02-11,3,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2024-01-12,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2024-02-11,3,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415004,Royal of Westerly Nursing Center,79 Beach Street,Westerly,RI,02891,2024-01-12,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2024-02-11,3,Y,N,N,N,N,"79 Beach Street,Westerly,RI,02891",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2026-02-18,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",J,"Deficient, Provider has date of correction",2026-03-20,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2026-02-18,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2026-03-20,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2026-02-18,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,K,"Deficient, Provider has date of correction",2026-03-20,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2026-02-18,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,G,"Deficient, Provider has date of correction",2026-03-20,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2026-02-18,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2026-03-20,1,N,Y,N,N,Y,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-12-12,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,G,"Deficient, Provider has date of correction",2026-01-11,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-09-11,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2025-10-11,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-09-11,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2025-10-11,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-09-04,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2025-10-04,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-09-04,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,E,"Deficient, Provider has date of correction",2025-10-04,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-08-14,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2025-09-13,1,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",E,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Resident Rights Deficiencies,0578,"Honor the resident's right to request, refuse, and/or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive.",D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Nutrition and Dietary Deficiencies,0805,Ensure each resident receives and the facility provides food prepared in a form designed to meet individual needs.,D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2025-03-06,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",D,"Deficient, Provider has date of correction",2025-04-03,1,Y,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Resident Assessment and Care Planning Deficiencies,0641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,G,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,K,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",E,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Quality of Life and Care Deficiencies,0790,Provide routine and 24-hour emergency dental care for each resident.,D,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2024-03-22,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",E,"Deficient, Provider has date of correction",2024-04-16,2,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2023-11-21,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2023-12-20,3,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2023-08-07,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",D,"Deficient, Provider has date of correction",2023-08-19,3,N,Y,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2023-02-02,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,F,"Deficient, Provider has date of correction",2023-03-04,3,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2023-02-02,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2023-03-04,3,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
