cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,citation_under_idr,citation_under_iidr,location,processing_date
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-28,Health,F,Administration Deficiencies,0944,"Conduct mandatory training, for all staff, on the facility’s Quality Assurance and Performance Improvement Program.",D,"Deficient, Provider has date of correction",2023-06-28,3,N,Y,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-05,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2023-06-15,3,Y,N,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-05,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2023-06-15,3,Y,N,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-05,Health,F,Quality of Life and Care Deficiencies,0688,"Provide appropriate care for a resident to maintain and/or improve range of motion (ROM), limited ROM and/or mobility, unless a decline is for a medical reason.",D,"Deficient, Provider has date of correction",2023-06-15,3,Y,N,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-05,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2023-06-15,3,Y,N,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-05,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2023-06-15,3,Y,N,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-05,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2023-06-15,3,Y,N,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415056,Evergreen House Health Center,1 Evergreen Drive,East Providence,RI,02914,2023-06-05,Health,F,Environmental Deficiencies,0919,Make sure that a working call system is available in each resident's  bathroom and bathing area.,D,"Deficient, Provider has date of correction",2023-06-15,3,Y,N,N,N,N,"1 Evergreen Drive,East Providence,RI,02914",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2025-11-20,Health,F,Resident Rights Deficiencies,0582,Give residents notice of Medicaid/Medicare coverage and potential liability for services not covered.,C,"Deficient, Provider has date of correction",2025-12-09,1,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2025-11-20,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2025-12-09,1,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2025-11-20,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2025-12-09,1,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2025-11-20,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,G,"Deficient, Provider has date of correction",2025-12-09,1,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2025-11-20,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,E,"Deficient, Provider has date of correction",2025-12-09,1,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2024-09-13,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-10-13,2,N,Y,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2024-09-06,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2024-10-06,2,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2024-09-06,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2024-10-06,2,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2024-09-06,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,E,"Deficient, Provider has date of correction",2024-10-06,2,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2024-09-06,Health,F,Administration Deficiencies,0849,Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.,E,"Deficient, Provider has date of correction",2024-10-06,2,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2024-09-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2024-10-06,2,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2024-01-03,Health,F,Infection Control Deficiencies,0883,Develop and implement policies and procedures for flu and pneumonia vaccinations.,E,"Deficient, Provider has date of correction",2024-01-22,3,N,Y,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-08-24,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2023-09-23,3,N,Y,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",H,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Quality of Life and Care Deficiencies,0697,"Provide safe, appropriate pain management for a resident who requires such services.",H,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,G,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Nutrition and Dietary Deficiencies,0811,"Ensure that residents are assessed for appropriateness for a feeding assistant program, receive services as per their plan of care, and feeding assistants are trained and supervised.",D,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,E,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Infection Control Deficiencies,0883,Develop and implement policies and procedures for flu and pneumonia vaccinations.,E,"Deficient, Provider has date of correction",2023-10-22,3,Y,N,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415057,Elderwood Of Scallop Shell at Wakefield,55 Scallop Shell Way,South Kingstown,RI,02883,2023-09-22,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,E,"Deficient, Provider has date of correction",2023-10-22,3,Y,Y,N,N,N,"55 Scallop Shell Way,South Kingstown,RI,02883",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2026-01-23,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",L,"Deficient, Provider has plan of correction",2026-05-29,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2026-01-12,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,L,"Deficient, Provider has date of correction",2026-01-19,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2026-01-12,Health,F,Nutrition and Dietary Deficiencies,0814,Dispose of garbage and refuse properly.,F,Past Non-Compliance,2026-01-07,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2026-01-12,Health,F,Administration Deficiencies,0837,Establish a governing body that is legally responsible for establishing and implementing policies for managing and operating the facility and appoints a properly licensed administrator responsible for managing the facility.,E,"Deficient, Provider has date of correction",2026-01-19,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2026-01-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,L,"Deficient, Provider has date of correction",2026-01-19,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-09-24,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2025-10-14,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-09-17,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",E,"Deficient, Provider has date of correction",2025-10-06,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-08-13,Health,F,Administration Deficiencies,0776,"Provide timely, approved x-ray services, or have an agreement with an approved provider to obtain them.",D,"Deficient, Provider has date of correction",2025-08-29,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,E,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Quality of Life and Care Deficiencies,0697,"Provide safe, appropriate pain management for a resident who requires such services.",D,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Administration Deficiencies,0835,Administer the facility in a manner that enables it to use its resources effectively and efficiently.,D,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Environmental Deficiencies,0908,Keep all essential equipment working safely.,E,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Environmental Deficiencies,0924,Put firmly secured handrails on each side of hallways.,E,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Environmental Deficiencies,0925,"Make sure there is a pest control program to prevent/deal with mice, insects, or other pests.",F,"Deficient, Provider has date of correction",2025-07-26,1,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-06-26,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,G,"Deficient, Provider has date of correction",2025-07-26,1,Y,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-04-02,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-04-02,Health,F,Nutrition and Dietary Deficiencies,0808,"Ensure therapeutic diets are prescribed by the attending physician and may be delegated to a registered or licensed dietitian, to the extent allowed by State law.",D,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-04-02,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-04-02,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",D,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2025-03-27,Health,F,Environmental Deficiencies,0919,Make sure that a working call system is available in each resident's  bathroom and bathing area.,E,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-12-03,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-12-17,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-10-24,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-11-06,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-09-12,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",J,"Deficient, Provider has date of correction",2024-09-12,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-09-12,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2024-09-12,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-07-02,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2024-07-22,2,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Resident Rights Deficiencies,0577,Allow residents to easily view the nursing home's survey results and communicate with advocate agencies.,C,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Nursing and Physician Services Deficiencies,0730,Observe each nurse aide's job performance and give regular training.,D,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2024-07-22,2,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-06-26,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2024-07-22,2,Y,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-04-23,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2024-05-16,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-02-15,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,F,"Deficient, Provider has date of correction",2024-03-05,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-02-15,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2024-03-05,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-01-03,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2024-01-24,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2024-01-03,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2024-01-24,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2023-12-05,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2023-12-21,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2023-11-09,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2023-11-30,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2023-06-06,Health,F,Resident Rights Deficiencies,0625,Notify the resident or the resident’s representative in writing how long the nursing home will hold the resident’s bed in cases of transfer to a hospital or therapeutic leave.,D,"Deficient, Provider has date of correction",2023-06-22,3,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2023-07-06,Health,F,Resident Rights Deficiencies,0554,Allow residents to self-administer drugs if determined clinically appropriate.,D,"Deficient, Provider has date of correction",2023-08-05,3,Y,N,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-06-01
